participant,setup,user_id,condition,group,round,phase,isPareto,route,endedAt,driveDurationS,durationInclSurveyS,avgSpeedKmh,maxSpeedKmh,collisions,maxStuckS,energyKwh100km,avgEcoScore,taskLoad,acceptance,size_leaf_norm,size_score_norm,size_feedback_norm,size_speed_norm,size_accel_norm,size_labels_norm,opacity_norm,tlxMental,tlxDistraction,accInformed,accPleasant,accGlance,size_leaf_phys,size_score_phys,size_feedback_phys,size_speed_phys,size_accel_phys,size_labels_phys,opacity_phys,visible_leaf,visible_score,visible_feedback,visible_accel,visible_labels,speed_alpha
P04,motion,4,v1,Study,10,sampling,False,R2 165m Cliveden Place,15:32:26,20,54.2,28.6,40.8,1,0.0,29.25,70.2,12.5,91.7,0.7845,0.4039,0.5738,0.3484,0.7578,0.3801,0.6551,10.0,15.0,95.0,90.0,90.0,1.0198,0.5251,0.7459,0.8439,0.9851,0.4941,0.6896,True,False,True,True,False,0.6896
P04,motion,4,v1,Study,11,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,15:34:22,56,116.3,17.8,43.2,0,0.0,26.53,48.7,15.0,70.0,0.7971,0.8382,0.6792,0.8942,0.3551,0.9947,0.0699,10.0,20.0,85.0,80.0,45.0,1.0362,1.0897,0.883,1.2259,0.4616,1.2931,0.1629,True,True,True,False,True,0.4
P04,motion,4,v1,Study,12,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,15:36:11,77,108.8,8.4,33.7,3,0.0,31.4,25.4,7.5,93.3,0.1656,0.1949,0.9782,0.23,0.4155,0.3387,0.8276,10.0,5.0,90.0,95.0,95.0,0.2153,0.2534,1.2717,0.761,0.5402,0.4403,0.8448,False,False,True,False,False,0.8448
P04,motion,4,v1,Study,13,sampling,False,R1 215m Draycott Place,15:37:14,21,63.2,34.9,52.9,0,0.0,36.57,65.9,10.0,76.7,0.2019,0.8985,0.2365,0.0149,0.5095,0.5311,0.6367,15.0,5.0,65.0,70.0,95.0,0.2625,1.1681,0.3075,0.6104,0.6623,0.6904,0.673,False,True,False,True,True,0.673
P04,motion,4,v1,Study,14,sampling,False,R2 165m Cliveden Place,15:38:12,15,57.6,38.1,51.1,3,0.0,40.37,60.7,27.5,66.7,0.5926,0.911,0.1039,0.8468,0.1428,0.2026,0.3743,15.0,40.0,75.0,70.0,55.0,0.7704,1.1843,0.1351,1.1928,0.1856,0.2634,0.4369,True,True,False,False,False,0.4369
P04,motion,4,v1,Study,15,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,15:39:47,38,94.6,26.1,44.6,1,0.0,29.44,53.4,20.0,61.7,0.2546,0.2371,0.2739,0.2638,0.4499,0.6847,0.2304,10.0,30.0,60.0,55.0,70.0,0.331,0.3082,0.3561,0.7847,0.5849,0.8901,0.3074,False,False,False,False,True,0.4
P04,motion,4,v1,Study,16,optimization,True,R7 170m Astell Street → Burnsall Street → King's Road,15:42:58,118,159.4,5.0,35.4,2,0.0,24.67,68.3,7.5,93.3,0.4889,0.1434,0.6808,0.838,0.6692,0.9013,0.5723,10.0,5.0,95.0,95.0,90.0,0.6356,0.1864,0.885,1.1866,0.87,1.1717,0.6151,True,False,True,True,True,0.6151
P04,motion,4,v1,Study,17,optimization,False,R1 215m Draycott Place,15:45:08,53,96.7,14.2,39.3,0,0.0,27.23,52.5,7.5,93.3,0.8115,0.1609,0.6389,0.2315,0.2914,0.442,0.4758,5.0,10.0,95.0,95.0,90.0,1.055,0.2092,0.8306,0.7621,0.3788,0.5746,0.5282,True,False,True,False,False,0.5282
P04,motion,4,v1,Study,18,optimization,True,R2 165m Cliveden Place,15:48:27,107,151.3,5.4,33.4,1,0.0,22.92,88.1,7.5,93.3,0.1225,0.3819,0.8648,0.0749,0.1015,0.4412,0.9124,10.0,5.0,90.0,95.0,95.0,0.1593,0.4965,1.1242,0.6524,0.132,0.5736,0.9212,False,False,True,False,False,0.9212
P04,motion,4,v1,Study,19,optimization,False,R3 283m Basil Street → Hans Road → Brompton Road,15:51:09,46,106.2,21.6,34.5,3,0.0,22.91,54.2,7.5,88.3,0.489,0.2945,0.8374,0.8479,0.36,1.0,0.0,10.0,5.0,95.0,85.0,85.0,0.6357,0.3828,1.0886,1.1935,0.468,1.3,0.1,True,False,True,False,True,0.4
P04,motion,4,v1,Study,20,optimization,True,R7 170m Astell Street → Burnsall Street → King's Road,15:54:02,52,94.5,11.0,30.7,0,0.0,16.61,66.4,7.5,90.0,0.4407,0.2632,0.6389,1.0,1.0,0.3975,0.0,5.0,10.0,95.0,90.0,85.0,0.5729,0.3422,0.8306,1.3,1.3,0.5168,0.1,False,False,True,True,False,0.4
P04,motion,4,v1,Study,21,finaldesign,,R1 215m Draycott Place,15:56:25,84,143.5,9.1,37.6,1,0.0,22.43,87.1,2.5,96.7,0.441,0.263,0.639,1.0,1.0,0.398,0.0,5.0,0.0,100.0,95.0,95.0,0.5733,0.3419,0.8307,1.3,1.3,0.5174,0.1,False,False,True,True,False,0.4
P05,motion,5,v1,Study,1,sampling,True,R1 215m Draycott Place,17:06:09,30,67.5,24.8,41.3,1,0.0,27.58,77.1,22.5,75.0,0.2311,0.9092,0.8035,0.7301,0.417,0.3135,0.647,25.0,20.0,70.0,75.0,80.0,0.3004,1.182,1.0446,1.1111,0.5421,0.4076,0.6823,False,True,True,False,False,0.6823
P05,motion,5,v1,Study,2,sampling,False,R2 165m Cliveden Place,17:07:07,33,57.6,17.5,52.6,1,0.0,45.74,38.2,50.0,40.0,0.6571,0.3605,0.4426,0.8051,0.2625,0.3477,0.1513,90.0,10.0,20.0,25.0,75.0,0.8542,0.4687,0.5754,1.1636,0.3413,0.452,0.2362,True,False,False,False,False,0.4
P05,motion,5,v1,Study,3,sampling,True,R3 283m Basil Street → Hans Road → Brompton Road,17:08:25,54,77.7,18.2,42.0,1,0.0,26.5,42.3,25.0,75.0,0.8242,0.0264,0.8012,0.2742,0.9382,0.4359,0.8696,25.0,25.0,80.0,80.0,65.0,1.0715,0.0343,1.0416,0.7919,1.2197,0.5667,0.8826,True,False,True,True,False,0.8826
P05,motion,5,v1,Study,4,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,17:09:29,44,64.3,13.1,40.5,2,0.0,35.66,31.5,35.0,30.0,0.8457,0.6868,0.7646,0.4214,0.7888,0.4746,0.3997,10.0,60.0,30.0,30.0,30.0,1.0994,0.8928,0.994,0.895,1.0254,0.617,0.4597,True,True,True,True,True,0.4597
P05,motion,5,v1,Study,5,sampling,False,R1 215m Draycott Place,17:12:11,132,161.7,5.8,44.8,0,0.0,27.71,80.1,47.5,60.0,0.649,0.58,0.7401,0.8225,0.5942,0.8432,0.7431,30.0,65.0,80.0,65.0,35.0,0.8437,0.754,0.9621,1.1758,0.7725,1.0962,0.7688,True,True,True,True,True,0.7688
P05,motion,5,v1,Study,6,sampling,True,R2 165m Cliveden Place,17:12:45,19,33.4,30.1,41.6,2,0.0,26.62,70.6,25.0,78.3,0.1618,0.8094,0.3576,0.5949,0.9435,0.3713,0.6254,25.0,25.0,75.0,80.0,80.0,0.2103,1.0522,0.4649,1.0164,1.2266,0.4827,0.6629,False,True,False,True,False,0.6629
P05,motion,5,v1,Study,7,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,17:13:57,33,72.3,30.0,44.1,5,0.0,30.49,58.7,77.5,40.0,0.7785,0.6908,0.1771,0.9968,0.4871,0.4399,0.1504,65.0,90.0,65.0,35.0,20.0,1.012,0.898,0.2302,1.2978,0.6332,0.5719,0.2354,True,True,False,True,False,0.4
P05,motion,5,v1,Study,8,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,17:14:40,24,42.6,22.8,38.1,4,0.0,26.63,55.4,25.0,76.7,0.5758,0.3062,0.3859,0.2658,0.1437,0.9871,0.837,25.0,25.0,70.0,80.0,80.0,0.7485,0.3981,0.5017,0.7861,0.1868,1.2832,0.8533,True,False,False,False,True,0.8533
P05,motion,5,v1,Study,9,sampling,True,R1 215m Draycott Place,17:17:03,121,143.0,6.3,42.7,2,0.0,26.35,78.6,55.0,76.7,0.6651,0.1453,0.9785,0.3405,0.4812,0.1197,0.6352,75.0,35.0,70.0,90.0,70.0,0.8646,0.1889,1.2721,0.8384,0.6256,0.1556,0.6717,True,False,True,True,False,0.6717
P05,motion,5,v1,Study,10,sampling,True,R2 165m Cliveden Place,17:17:49,29,46.4,19.8,40.7,2,0.0,35.46,46.2,15.0,90.0,0.5537,0.143,0.9212,0.5281,0.5511,0.8668,0.7129,15.0,15.0,90.0,90.0,90.0,0.7198,0.1859,1.1976,0.9697,0.7164,1.1268,0.7416,True,False,True,True,True,0.7416
P05,motion,5,v1,Study,11,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,17:19:21,52,91.8,20.1,44.2,7,0.0,33.29,44.1,67.5,38.3,0.4619,0.8704,0.6827,0.2764,0.4474,0.4591,0.7789,65.0,70.0,30.0,50.0,35.0,0.6005,1.1315,0.8875,0.7935,0.5816,0.5968,0.801,True,True,True,False,False,0.801
P05,motion,5,v1,Study,12,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,17:21:18,95,116.5,6.4,42.2,4,0.0,38.04,27.3,40.0,65.0,0.8447,0.6498,0.3132,0.9184,0.8493,0.9728,0.2625,40.0,40.0,65.0,65.0,65.0,1.0981,0.8447,0.4072,1.2429,1.1041,1.2646,0.3363,True,True,False,True,True,0.4
P05,motion,5,v1,Study,13,sampling,False,R1 215m Draycott Place,17:22:07,26,49.6,28.8,46.7,5,0.0,36.2,63.1,30.0,71.7,0.0849,0.0775,0.6296,0.7143,0.1491,0.1761,0.0949,25.0,35.0,75.0,65.0,75.0,0.1104,0.1008,0.8185,1.1,0.1938,0.2289,0.1854,False,False,True,False,False,0.4
P05,motion,5,v1,Study,14,sampling,False,R2 165m Cliveden Place,17:22:47,19,39.5,30.6,45.5,3,0.0,34.83,70.7,70.0,31.7,0.8922,0.7731,0.9637,0.1518,0.6988,0.1176,0.3567,70.0,70.0,30.0,35.0,30.0,1.1599,1.005,1.2528,0.7063,0.9084,0.1529,0.421,True,True,True,True,False,0.421
P05,motion,5,v1,Study,15,sampling,True,R3 283m Basil Street → Hans Road → Brompton Road,17:23:55,44,68.0,22.5,45.6,6,0.0,29.82,75.7,17.5,60.0,0.2947,0.1849,0.2722,0.3907,0.4923,0.2991,0.8189,25.0,10.0,40.0,65.0,75.0,0.3831,0.2404,0.3539,0.8735,0.64,0.3888,0.837,False,False,False,True,False,0.837
P05,motion,5,v1,Study,16,optimization,False,R7 170m Astell Street → Burnsall Street → King's Road,17:31:12,195,380.7,3.8,46.9,9,0.0,47.8,35.3,27.5,78.3,0.6286,0.0514,0.5818,0.4236,0.6733,0.7093,0.7505,25.0,30.0,75.0,80.0,80.0,0.8172,0.0668,0.7563,0.8965,0.8753,0.9221,0.7754,True,False,True,True,True,0.7754
P05,motion,5,v1,Study,17,optimization,True,R1 215m Draycott Place,17:33:22,33,76.4,23.0,51.9,4,0.0,25.0,77.3,52.5,48.3,0.6628,0.175,1.0,0.4846,0.3367,1.0,0.828,35.0,70.0,70.0,40.0,35.0,0.8616,0.2275,1.3,0.9392,0.4377,1.3,0.8452,True,False,True,False,True,0.8452
P05,motion,5,v1,Study,18,optimization,False,R2 165m Cliveden Place,17:35:28,26,56.6,21.9,42.1,4,0.0,33.69,77.3,67.5,50.0,0.5655,0.0479,0.8203,0.5771,0.5738,0.6274,0.6637,65.0,70.0,65.0,55.0,30.0,0.7352,0.0623,1.0664,1.004,0.7459,0.8156,0.6973,True,False,True,True,True,0.6973
P05,motion,5,v1,Study,19,optimization,False,R3 283m Basil Street → Hans Road → Brompton Road,17:43:39,129,400.1,8.6,50.3,14,0.0,44.71,27.5,40.0,78.3,0.5369,0.2207,0.6586,0.5268,0.9542,0.893,0.798,40.0,40.0,80.0,80.0,75.0,0.698,0.2869,0.8562,0.9688,1.2405,1.1609,0.8182,True,False,True,True,True,0.8182
P05,motion,5,v1,Study,20,optimization,False,R7 170m Astell Street → Burnsall Street → King's Road,17:46:22,71,87.7,9.7,40.9,10,0.0,61.11,14.8,22.5,85.0,0.5221,0.0387,1.0,0.527,0.4534,0.8796,0.6089,25.0,20.0,85.0,85.0,85.0,0.6787,0.0503,1.3,0.9689,0.5894,1.1435,0.648,True,False,True,False,True,0.648
P05,motion,5,v1,Study,21,finaldesign,,R1 215m Draycott Place,17:46:51,17,28.9,44.2,53.5,0,0.0,37.13,47.7,10.0,95.0,0.554,0.143,0.921,0.528,0.551,0.867,0.713,10.0,10.0,95.0,95.0,95.0,0.7202,0.1859,1.1973,0.9696,0.7163,1.1271,0.7417,True,False,True,True,True,0.7417
P06,motion,6,v1,Study,1,sampling,False,R1 215m Draycott Place,12:05:12,27,58.5,27.8,54.0,0,0.0,39.93,70.1,40.0,40.0,0.806,0.7127,0.8271,0.3709,0.3917,0.5462,0.3599,40.0,40.0,40.0,40.0,40.0,1.0478,0.9265,1.0752,0.8596,0.5092,0.7101,0.4239,True,True,True,False,True,0.4239
P06,motion,6,v1,Study,2,sampling,False,R2 165m Cliveden Place,12:05:42,14,30.1,40.9,54.2,0,0.0,44.4,56.1,50.0,51.7,0.9719,0.3467,0.2103,0.8143,0.9946,0.2457,0.0517,50.0,50.0,50.0,50.0,55.0,1.2635,0.4507,0.2734,1.17,1.293,0.3194,0.1465,True,False,False,True,False,0.4
P06,motion,6,v1,Study,3,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,12:06:45,41,63.3,24.1,52.9,5,0.0,37.47,43.2,60.0,58.3,0.5094,0.8596,0.5912,0.1891,0.1244,0.1092,0.2226,60.0,60.0,60.0,55.0,60.0,0.6622,1.1175,0.7686,0.7324,0.1617,0.142,0.3003,True,True,True,False,False,0.4
P06,motion,6,v1,Study,4,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,12:07:43,28,57.2,20.4,42.2,4,0.0,37.17,43.5,62.5,61.7,0.9743,0.7717,0.2811,0.788,0.6174,0.5103,0.1998,60.0,65.0,65.0,60.0,60.0,1.2666,1.0032,0.3654,1.1516,0.8026,0.6634,0.2798,True,True,False,True,True,0.4
P06,motion,6,v1,Study,5,sampling,False,R1 215m Draycott Place,12:08:32,22,49.0,34.0,52.8,0,0.0,43.66,59.3,55.0,56.7,0.1146,0.6818,0.6487,0.4411,0.4304,0.4116,0.5255,60.0,50.0,55.0,60.0,55.0,0.149,0.8863,0.8433,0.9088,0.5595,0.5351,0.5729,False,True,True,False,False,0.5729
P06,motion,6,v1,Study,6,sampling,False,R2 165m Cliveden Place,12:09:00,14,28.2,39.0,54.3,0,0.0,44.46,57.6,50.0,51.7,0.4499,0.0038,0.9482,0.1614,0.7095,0.4659,0.3968,50.0,50.0,50.0,50.0,55.0,0.5849,0.0049,1.2327,0.713,0.9224,0.6057,0.4571,False,False,True,True,True,0.4571
P06,motion,6,v1,Study,7,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,12:10:13,51,73.3,19.5,53.5,3,0.0,40.44,39.5,62.5,58.3,0.6234,0.2292,0.6418,0.8622,0.5531,0.6931,0.7411,60.0,65.0,60.0,60.0,55.0,0.8104,0.298,0.8343,1.2035,0.719,0.901,0.767,True,False,True,True,True,0.767
P06,motion,6,v1,Study,8,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,12:11:19,25,65.9,22.4,43.4,2,0.0,39.17,40.6,45.0,58.3,0.345,0.7034,0.9173,0.6875,0.4004,0.0936,0.6398,45.0,45.0,60.0,55.0,60.0,0.4485,0.9144,1.1925,1.0813,0.5205,0.1217,0.6758,False,True,True,False,False,0.6758
P06,motion,6,v1,Study,9,sampling,False,R1 215m Draycott Place,12:12:04,19,44.4,39.9,53.4,0,0.0,32.83,54.5,32.5,61.7,0.1239,0.133,0.6172,0.733,0.7734,0.7648,0.6258,35.0,30.0,60.0,65.0,60.0,0.1611,0.1729,0.8024,1.1131,1.0054,0.9942,0.6632,False,False,True,True,True,0.6632
P06,motion,6,v1,Study,10,sampling,False,R2 165m Cliveden Place,12:12:42,13,38.2,42.3,54.3,0,0.0,43.91,54.0,37.5,63.3,0.848,0.9212,0.1002,0.6791,0.8491,0.2052,0.8642,40.0,35.0,65.0,60.0,65.0,1.1024,1.1976,0.1303,1.0754,1.1038,0.2668,0.8778,True,True,False,True,False,0.8778
P06,motion,6,v1,Study,11,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,12:13:56,52,74.4,19.5,50.0,1,0.0,33.2,41.3,40.0,61.7,0.1826,0.0028,0.2391,0.7925,0.9133,0.4967,0.389,40.0,40.0,60.0,65.0,60.0,0.2374,0.0036,0.3108,1.1547,1.1873,0.6457,0.4501,False,False,False,True,True,0.4501
P06,motion,6,v1,Study,12,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,12:14:56,47,59.1,11.9,43.2,2,0.0,33.58,35.9,32.5,66.7,0.0766,0.5461,0.9217,0.5593,0.9817,0.2141,0.8811,30.0,35.0,65.0,70.0,65.0,0.0996,0.7099,1.1982,0.9915,1.2762,0.2783,0.893,False,True,True,True,False,0.893
P06,motion,6,v1,Study,13,sampling,False,R1 215m Draycott Place,12:15:30,22,34.7,33.6,46.5,1,0.0,36.7,70.7,22.5,71.7,0.4302,0.2016,0.9595,0.1959,0.2887,0.2,0.2302,20.0,25.0,70.0,70.0,75.0,0.5593,0.2621,1.2473,0.7371,0.3753,0.26,0.3072,False,False,True,False,False,0.4
P06,motion,6,v1,Study,14,sampling,False,R2 165m Cliveden Place,12:16:05,16,34.1,36.2,52.4,0,0.0,40.78,62.2,30.0,70.0,0.5888,0.596,0.5232,0.0152,0.1826,0.8947,0.4388,40.0,20.0,70.0,70.0,70.0,0.7654,0.7748,0.6802,0.6106,0.2374,1.1631,0.4949,True,True,True,False,True,0.4949
P06,motion,6,v1,Study,15,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,12:17:23,52,78.1,18.7,51.5,0,0.0,38.49,35.1,32.5,75.0,0.8365,0.3037,0.5602,0.7247,0.9739,0.4446,0.3375,25.0,40.0,80.0,65.0,80.0,1.0875,0.3948,0.7283,1.1073,1.2661,0.578,0.4038,True,False,True,True,False,0.4038
P06,motion,6,v1,Study,16,optimization,True,R7 170m Astell Street → Burnsall Street → King's Road,12:18:46,33,44.5,17.3,36.1,1,0.0,29.86,48.5,17.5,73.3,0.2549,0.2879,0.5732,0.7888,0.8879,0.4295,0.4799,15.0,20.0,75.0,65.0,80.0,0.3314,0.3743,0.7452,1.1522,1.1543,0.5584,0.5319,False,False,True,True,False,0.5319
P06,motion,6,v1,Study,17,optimization,True,R1 215m Draycott Place,12:20:07,20,30.9,36.7,50.1,0,0.0,36.2,69.9,10.0,81.7,0.1558,0.5302,0.5741,0.926,0.8728,0.4262,0.148,10.0,10.0,85.0,75.0,85.0,0.2025,0.6893,0.7463,1.2482,1.1346,0.5541,0.2332,False,True,True,True,False,0.4
P06,motion,6,v1,Study,18,optimization,False,R2 165m Cliveden Place,12:21:10,17,35.0,34.0,49.7,0,0.0,38.9,71.8,37.5,60.0,0.7346,0.5728,0.5339,1.0,0.8566,0.4143,0.0935,35.0,40.0,60.0,60.0,60.0,0.955,0.7446,0.6941,1.3,1.1136,0.5386,0.1842,True,True,True,True,False,0.4
P06,motion,6,v1,Study,19,optimization,False,R3 283m Basil Street → Hans Road → Brompton Road,12:22:39,51,64.5,19.7,51.3,7,0.0,36.56,50.6,30.0,71.7,0.0434,0.5662,0.6154,0.8866,0.9064,0.4341,0.3098,30.0,30.0,70.0,65.0,80.0,0.0564,0.7361,0.8,1.2206,1.1783,0.5643,0.3788,False,True,True,True,False,0.4
P06,motion,6,v1,Study,20,optimization,True,R7 170m Astell Street → Burnsall Street → King's Road,12:24:07,43,56.4,13.6,39.3,4,0.0,32.48,35.4,15.0,78.3,0.1997,0.4981,0.564,0.8389,0.8572,0.3956,0.137,15.0,15.0,80.0,70.0,85.0,0.2596,0.6475,0.7332,1.1872,1.1144,0.5143,0.2233,False,True,True,True,False,0.4
P06,motion,6,v1,Study,21,finaldesign,,R1 215m Draycott Place,12:24:46,23,39.7,32.8,51.4,0,0.0,34.89,72.6,7.5,90.0,0.2,0.498,0.564,0.839,0.857,0.396,0.137,5.0,10.0,95.0,80.0,95.0,0.26,0.6474,0.7332,1.1873,1.1141,0.5148,0.2233,False,True,True,True,False,0.4
P07,motion,7,v1,Study,1,sampling,True,R1 215m Draycott Place,12:36:14,46,130.8,16.5,46.6,3,0.0,27.08,86.8,22.5,80.0,0.1651,0.5582,0.3691,0.1648,0.508,0.1981,0.2424,25.0,20.0,70.0,90.0,80.0,0.2146,0.7257,0.4798,0.7154,0.6604,0.2575,0.3182,False,True,False,True,False,0.4
P07,motion,7,v1,Study,2,sampling,False,R2 165m Cliveden Place,12:37:15,33,60.9,17.3,36.1,3,0.0,29.46,72.6,27.5,71.7,0.7589,0.5206,0.632,0.8143,0.9647,0.768,0.7059,25.0,30.0,65.0,75.0,75.0,0.9866,0.6768,0.8216,1.17,1.2541,0.9984,0.7353,True,True,True,True,True,0.7353
P07,motion,7,v1,Study,3,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,12:39:22,104,127.1,10.8,44.4,8,0.0,32.56,34.2,30.0,75.0,0.9133,0.9356,0.8837,0.6488,0.3268,0.1459,0.8796,30.0,30.0,75.0,70.0,80.0,1.1873,1.2163,1.1488,1.0542,0.4248,0.1897,0.8916,True,True,True,False,False,0.8916
P07,motion,7,v1,Study,4,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,12:40:41,64,78.4,11.0,44.7,11,0.0,44.09,27.0,30.0,78.3,0.9678,0.2263,0.0723,0.2011,0.8686,0.3885,0.4604,25.0,35.0,75.0,80.0,80.0,1.2581,0.2942,0.094,0.7408,1.1292,0.505,0.5144,True,False,False,True,False,0.5144
P07,motion,7,v1,Study,5,sampling,False,R1 215m Draycott Place,12:41:31,35,50.5,22.1,41.9,3,0.0,35.8,57.5,27.5,80.0,0.0542,0.0884,0.0039,0.204,0.0443,0.4012,0.779,25.0,30.0,80.0,80.0,80.0,0.0705,0.1149,0.0051,0.7428,0.0576,0.5216,0.8011,False,False,False,False,False,0.8011
P07,motion,7,v1,Study,6,sampling,False,R2 165m Cliveden Place,12:42:08,19,36.6,30.7,42.8,1,0.0,31.29,75.8,27.5,68.3,0.902,0.5243,0.6122,0.0092,0.345,0.3212,0.024,25.0,30.0,65.0,75.0,65.0,1.1726,0.6816,0.7959,0.6064,0.4485,0.4176,0.1216,True,True,True,False,False,0.4
P07,motion,7,v1,Study,7,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,12:43:30,64,82.3,17.5,42.9,9,0.0,26.91,50.6,30.0,73.3,0.8293,0.4602,0.6328,0.6794,0.7118,0.2124,0.134,30.0,30.0,70.0,75.0,75.0,1.0781,0.5983,0.8226,1.0756,0.9253,0.2761,0.2206,True,False,True,True,False,0.4
P07,motion,7,v1,Study,8,sampling,True,R7 170m Astell Street → Burnsall Street → King's Road,12:44:19,30,48.7,18.8,27.7,9,0.0,17.33,54.5,32.5,80.0,0.78,0.9029,0.2307,0.2354,0.2053,0.8273,0.001,35.0,30.0,75.0,85.0,80.0,1.014,1.1738,0.2999,0.7648,0.2669,1.0755,0.1009,True,True,False,False,True,0.4
P07,motion,7,v1,Study,9,sampling,True,R1 215m Draycott Place,12:45:09,32,49.9,23.2,31.2,3,0.0,16.33,67.2,27.5,78.3,0.4514,0.3835,0.7124,0.8257,0.8265,0.9066,0.7865,30.0,25.0,75.0,80.0,80.0,0.5868,0.4986,0.9261,1.178,1.0745,1.1786,0.8078,False,False,True,True,True,0.8078
P07,motion,7,v1,Study,10,sampling,False,R2 165m Cliveden Place,12:45:54,25,44.8,23.0,30.5,2,0.0,20.13,67.5,27.5,75.0,0.7226,0.6026,0.9331,0.1966,0.4162,0.4753,0.3337,25.0,30.0,70.0,80.0,75.0,0.9394,0.7834,1.213,0.7376,0.5411,0.6179,0.4003,True,True,True,False,True,0.4003
P07,motion,7,v1,Study,11,sampling,True,R3 283m Basil Street → Hans Road → Brompton Road,12:47:03,54,68.5,18.3,28.1,4,0.0,15.99,55.7,27.5,78.3,0.5992,0.8174,0.3153,0.9136,0.606,0.1694,0.8121,25.0,30.0,80.0,75.0,80.0,0.779,1.0626,0.4099,1.2395,0.7878,0.2202,0.8309,True,True,False,True,False,0.8309
P07,motion,7,v1,Study,12,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,12:48:03,46,60.0,12.1,37.1,9,0.0,31.12,44.3,30.0,80.0,0.2701,0.334,0.0494,0.5823,0.3078,0.3349,0.6091,25.0,35.0,75.0,85.0,80.0,0.3511,0.4342,0.0642,1.0076,0.4001,0.4354,0.6482,False,False,False,False,False,0.6482
P07,motion,7,v1,Study,13,sampling,False,R1 215m Draycott Place,12:48:44,27,41.9,27.6,44.0,4,0.0,30.94,67.8,30.0,80.0,0.6571,0.9354,0.5478,0.5606,0.99,0.3984,0.5837,20.0,40.0,85.0,80.0,75.0,0.8542,1.216,0.7121,0.9924,1.287,0.5179,0.6253,True,True,True,True,False,0.6253
P07,motion,7,v1,Study,14,sampling,False,R2 165m Cliveden Place,12:49:16,15,31.9,38.1,53.5,0,0.0,37.03,61.5,25.0,75.0,0.9288,0.1827,0.8017,0.9952,0.2362,0.4519,0.8973,20.0,30.0,80.0,70.0,75.0,1.2074,0.2375,1.0422,1.2966,0.3071,0.5875,0.9076,True,False,True,False,False,0.9076
P07,motion,7,v1,Study,15,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,12:50:13,41,56.5,23.8,50.8,6,0.0,40.96,44.6,22.5,80.0,0.7552,0.122,0.2902,0.2401,0.4417,0.2578,0.6281,15.0,30.0,75.0,85.0,80.0,0.9818,0.1586,0.3773,0.7681,0.5742,0.3351,0.6653,True,False,False,False,False,0.6653
P07,motion,7,v1,Study,16,optimization,True,R7 170m Astell Street → Burnsall Street → King's Road,12:54:02,53,72.0,13.7,44.7,24,0.0,53.77,32.6,17.5,75.0,0.4736,0.7684,0.1972,0.2254,0.4291,0.1866,0.2506,20.0,15.0,70.0,80.0,75.0,0.6157,0.9989,0.2564,0.7578,0.5578,0.2426,0.3255,True,True,False,False,False,0.4
P07,motion,7,v1,Study,17,optimization,True,R1 215m Draycott Place,12:57:24,25,44.2,30.5,37.5,0,0.0,22.09,79.2,22.5,88.3,0.406,0.2481,0.8474,0.2123,0.6222,0.1436,0.5118,25.0,20.0,90.0,85.0,90.0,0.5278,0.3225,1.1016,0.7486,0.8089,0.1867,0.5606,False,False,True,True,False,0.5606
P07,motion,7,v1,Study,18,optimization,False,R2 165m Cliveden Place,12:59:07,18,35.7,31.7,47.3,1,0.0,32.32,75.7,27.5,78.3,0.1549,0.2619,0.9666,0.0955,0.6927,0.1413,0.5063,25.0,30.0,75.0,80.0,80.0,0.2014,0.3405,1.2566,0.6668,0.9005,0.1837,0.5557,False,False,True,True,False,0.5557
P07,motion,7,v1,Study,19,optimization,False,R3 283m Basil Street → Hans Road → Brompton Road,13:01:15,45,59.1,22.8,48.4,8,0.0,37.4,42.3,27.5,80.0,0.4449,0.2238,0.719,0.242,0.4098,0.1418,0.3918,25.0,30.0,85.0,85.0,70.0,0.5784,0.2909,0.9347,0.7694,0.5327,0.1843,0.4526,False,False,True,False,False,0.4526
P07,motion,7,v1,Study,20,optimization,True,R7 170m Astell Street → Burnsall Street → King's Road,13:03:24,32,47.7,17.1,40.2,15,0.0,39.39,36.2,25.0,86.7,0.4007,0.352,0.7123,0.2448,0.5888,0.2735,0.5631,25.0,25.0,90.0,90.0,80.0,0.5209,0.4576,0.926,0.7714,0.7654,0.3556,0.6068,False,False,True,True,False,0.6068
